date,2Y,5Y,10Y,20Y,30Y
2004-09-06,2.655493572001728,3.483732057943961,4.262767322619997,4.853753794889721,5.056951195894824
2004-09-07,2.692793122444781,3.507231859847826,4.26066676103177,4.84347091001537,5.048498937078718
2004-09-08,2.719751526087422,3.537116730067986,4.280396753520563,4.849883596003242,5.048762939447304
2004-09-09,2.657901047471514,3.4589978933657117,4.215734988748674,4.803332286613539,5.008323101665854
2004-09-10,2.601720276932586,3.3994404897263353,4.175095275424142,4.773952044818765,4.979773131968461
2004-09-13,2.648866516765416,3.437785117806357,4.190623270463905,4.78703669377432,4.9983069162037035
2004-09-14,2.6317065256902747,3.42289035830678,4.184909580971627,4.780775838091081,4.9877270224941315
2004-09-15,2.633767705957802,3.4225188318857804,4.182229073075899,4.77582102858196,4.9816144494021115
2004-09-16,2.646353798765022,3.4309384347608303,4.182468745629011,4.770802602181686,4.975332108129296
2004-09-17,2.6049302666080933,3.3832882956860693,4.158153751422427,4.781514314140553,5.0032288440341555
2004-09-20,2.604453507399096,3.375889855882201,4.133185077066721,4.729902263639994,4.937126276187598
2004-09-21,2.614428744555866,3.3854024895251422,4.14016243352598,4.735374883280057,4.942263642882781
2004-09-22,2.6114181557630536,3.3727484127106684,4.118520449337277,4.707743757858758,4.912731735762077
2004-09-23,2.537945080580207,3.287085278137991,4.050969587058712,4.651127824467821,4.855562195066436
2004-09-24,2.592179686315781,3.3414244753346356,4.090420504329362,4.6867295719297,4.8929276333162015
2004-09-27,2.569382190031007,3.3136352345334266,4.066982732567494,4.661739246228968,4.8634421135894
2004-09-28,2.5637630594411944,3.307682754548604,4.065094657832283,4.664843751711341,4.8685433482575835
2004-09-29,2.598839559421867,3.3503335953271103,4.104134165542783,4.705002294194682,4.9110093832100254
2004-09-30,2.600918583474837,3.356525639308932,4.115248751938302,4.732668133620703,4.949837958643055
2004-10-01,2.581362993614392,3.3522260780071855,4.1381126033076185,4.752529147347941,4.955839350384809
2004-10-04,2.6116981359225444,3.3933937230800555,4.167805801683227,4.761483770490764,4.9543483313633505
2004-10-05,2.5878109466837937,3.3509535947364215,4.121224629133308,4.725786244739074,4.927158510798533
2004-10-06,2.5838297906859387,3.347066597145147,4.117858629585626,4.712432457011683,4.905667068893151
2004-10-07,2.581843467225577,3.3499620174046965,4.12817174002782,4.728471021175911,4.923360696222328
2004-10-08,2.5149652570479613,3.278954713750317,4.075576307861187,4.685971457997354,4.881232883537762
2004-10-11,2.51579102300191,3.282622902963511,4.086838311580854,4.7050549270129,4.9035454377709735
2004-10-12,2.480038240314243,3.236032899975965,4.042218502725698,4.666447703076016,4.8683029672662785
2004-10-13,2.499500395933724,3.2562080756027787,4.054827062823955,4.670036930415303,4.867880443561505
2004-10-14,2.4746110128754797,3.229155924558785,4.0345978741604815,4.655620819329599,4.855830672452938
2004-10-15,2.4427729761558488,3.2081224245515156,4.026246766920017,4.64456413685238,4.841056116635547
2004-10-18,2.44339929942668,3.2064811195089815,4.030701738456632,4.664624459801372,4.870154976489404
2004-10-19,2.4584244952371823,3.2297030768869517,4.0535374582804025,4.681641505404707,4.883990849050292
2004-10-20,2.4196207364828464,3.183152600392151,4.012028532020948,4.6474178739188625,4.854610687100022
2004-10-21,2.4292348736192797,3.187109465164383,4.008443714688708,4.639969115787448,4.846298586350638
2004-10-22,2.441674690610845,3.1932231505308977,4.008329794713252,4.640857844705512,4.849356418202255
2004-10-25,2.4032497190755673,3.1459814180987995,3.9692835696174984,4.61508422418283,4.831063358666045
2004-10-26,2.400599685691288,3.140223693995056,3.965424929268767,4.616303705881314,4.835358156107453
2004-10-27,2.4060931280195095,3.144104031513236,3.963205299691888,4.605491757828693,4.820382018502236
2004-10-28,2.479081334323332,3.2361673528373647,4.0418884648769975,4.659442654863118,4.8603810866337405
2004-10-29,2.462529976093539,3.1811136927812367,3.984350949695931,4.647843533354515,4.878510081355315
2004-11-01,2.4420879957292043,3.1849256457100164,3.99311331032142,4.622501535578641,4.830759474785787
2004-11-02,2.4750028072802315,3.215369189883015,4.038669259838662,4.6616042428051365,4.841825853734064
2004-11-03,2.468650551537326,3.215987692486375,4.0372846863269976,4.6628003631006685,4.845312218703207
2004-11-04,2.4664044855165597,3.214796882166606,4.037881688623425,4.663922519201376,4.846266598046771
2004-11-05,2.463265911887718,3.2154025721902504,4.038600410801716,4.662084423524645,4.842848513251691
2004-11-08,2.4604008765865237,3.215876047562321,4.038311750044008,4.65823968714108,4.836976271663626
2004-11-09,2.484976454811224,3.199236644146068,3.998957984273886,4.601893136706201,4.773290896581582
2004-11-10,2.464764541331823,3.1784300203827085,3.9827530474490382,4.581568943154208,4.749094964671975
2004-11-11,2.4265747899883667,3.14446467667508,3.962698576635627,4.564963592037089,4.731989702431761
2004-11-12,2.420595859199556,3.126930148374292,3.935128589787844,4.5346174529984955,4.701897576388023
2004-11-15,2.408662549116487,3.0975333405338907,3.9001610640991498,4.5056508829326205,4.677638510725134
2004-11-16,2.4353534474915524,3.1012974970571996,3.876625740343579,4.47797917603343,4.653121946882297
2004-11-17,2.4387217835577513,3.114197424911529,3.8958296743623233,4.498062705645152,4.672326150635897
2004-11-18,2.4738032889476207,3.150981409818991,3.924662828921936,4.525740064468935,4.701322122997886
2004-11-19,2.4568873056677125,3.1316374515505285,3.9071945288366186,4.508390949359029,4.68341420812136
